"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"199",642068,"Sheffield, Jordan","199","100.0","0.140","0.093","0.147","0.233","0.238","0.326","0.224","6","43","92.8","16.9","2635","96.4","94.15","15","88","111","-2.3","5.78","113","152","120","147","299","326","299"
"198",669203,"Burnes, Corbin","198","100.0","0.146","0.104","0.250","0.250","0.199","0.183","0.141","7","48","89.9","5.4","2800","89.4","89.42","31","80","118","0.0","6.36","110","153","117","147","302","320","296"
"195",547001,"Poteet, Cody","195","100.0","0.178","0.156","0.188","0.333","0.237","0.273","0.203","8","45","90.9","25.6","2505","90.5","89.50","21","106","89","-1.0","5.73","110","152","120","146","293","315","285"
"195",493603,"Ottavino, Adam","195","100.0","0.184","0.053","0.318","0.237","0.280","0.308","0.214","7","38","81.9","-12.4","2474","93.3","94.37","19","71","124","1.1","6.98","112","153","119","146","286","322","298"
"194",676051,"Heuer, Codi","194","100.0","0.455","0.255","0.489","0.709","0.508","0.438","0.376","25","55","92.3","10.3","2369","97.0","98.30","18","108","86","1.3","7.14","108","148","114","148","297","317","292"
"194",622092,"Zimmer, Kyle","194","100.0","0.182","0.000","0.250","0.182","0.225","0.275","0.199","6","33","87.9","-3.1","2246","90.8","90.19","15","81","113","-0.6","6.21","107","155","112","144","292","319","301"
"193",552640,"Kittredge, Andrew","193","100.0","0.245","0.143","0.250","0.388","0.297","0.362","0.281","12","49","92.5","3.3","2485","95.0","95.45","14","97","95","0.4","6.72","105","154","116","148","304","318","288"
"193",453268,"Bard, Daniel","193","100.0","0.385","0.333","0.520","0.718","0.496","0.410","0.294","15","39","90.5","6.4","2747","97.8","95.93","23","92","101","-1.9","6.20","110","148","115","145","303","326","305"
"193",572143,"Smith, Burch","193","100.0","0.260","0.160","0.308","0.420","0.299","0.318","0.274","13","50","89.8","16.5","2528","91.2","91.80","18","96","97","0.6","6.78","112","151","118","152","305","324","299"
"193",647315,"Pop, Zach","193","100.0","0.179","0.231","0.154","0.410","0.325","0.350","0.218","7","39","83.9","2.0","2171","95.3","94.56","24","86","107","-0.7","6.26","107","147","115","146","297","316","291"
"192",598264,"Barnes, Matt","192","100.0","0.196","0.152","0.318","0.348","0.259","0.192","0.129","9","46","87.6","22.3","2334","95.9","96.65","36","105","87","0.8","6.82","111","154","118","147","289","324","298"
"191",641835,"Mayza, Tim","191","100.0","0.310","0.214","0.344","0.524","0.384","0.337","0.271","13","42","86.3","3.5","2067","93.5","93.36","11","80","111","-0.1","6.32","105","154","115","149","287","316","287"
"191",543022,"Chatwood, Tyler","191","100.0","0.250","0.031","0.333","0.281","0.373","0.370","0.238","8","32","88.6","8.0","2510","94.3","94.03","19","61","130","-0.3","6.19","108","154","118","149","291","316","285"
"190",605359,"Marshall, Evan","190","100.0","0.186","0.093","0.200","0.279","0.227","0.276","0.216","8","43","87.1","13.4","2537","88.6","87.55","13","73","117","-1.1","5.69","114","151","118","148","300","318","295"
"190",503569,"Dolis, Rafael","190","100.0","0.125","0.025","0.172","0.150","0.244","0.309","0.202","5","40","87.7","12.9","2285","94.6","93.95","15","75","115","-0.7","5.97","108","155","124","147","291","318","289"
"189",663776,"Sandoval, Patrick","189","100.0","0.359","0.333","0.344","0.692","0.481","0.442","0.332","14","39","90.7","9.8","2188","90.9","89.74","11","75","114","-1.2","5.93","108","154","118","150","302","326","295"
"189",542888,"Armstrong, Shawn","189","100.0","0.211","0.158","0.250","0.368","0.291","0.296","0.204","8","38","88.4","26.3","2616","93.5","93.37","26","88","101","-0.1","6.59","110","152","119","149","302","324","298"
"188",670950,"Richards, Trevor","188","100.0","0.214","0.143","0.267","0.357","0.253","0.321","0.261","9","42","92.0","20.2","2110","90.1","90.49","19","83","105","0.4","6.64","106","161","120","147","305","320","295"
"188",664157,"Bergen, Travis","188","100.0","0.139","0.111","0.138","0.250","0.281","0.332","0.189","5","36","83.9","22.0","2368","91.0","89.91","18","83","105","-1.1","6.00","106","155","121","147","289","317","286"
"187",606303,"Payamps, Joel","187","100.0","0.279","0.163","0.294","0.442","0.349","0.303","0.222","12","43","88.1","22.4","2330","94.4","93.59","26","93","94","-0.8","5.90","109","155","121","148","291","318","288"
"187",519141,"Pomeranz, Drew","187","100.0","0.242","0.212","0.368","0.455","0.345","0.315","0.197","8","33","90.2","18.4","2543","94.2","92.68","33","82","105","-1.5","5.50","117","153","134","148","299","323","310"
"186",501925,"Smith, Joe","186","100.0","0.400","0.100","0.441","0.500","0.410","0.339","0.301","16","40","85.4","-3.4","2005","86.5","86.12","19","99","87","-0.4","6.60","111","150","116","147","289","323","289"
"186",669211,"Akin, Keegan","186","100.0","0.278","0.111","0.346","0.389","0.309","0.294","0.239","10","36","85.9","24.4","2398","90.9","90.01","25","97","89","-0.9","5.92","108","153","119","150","301","325","294"
"184",643316,"Fry, Paul","184","100.0","0.222","0.000","0.381","0.222","0.267","0.275","0.209","8","36","88.3","8.8","2399","93.4","93.35","22","81","103","-0.1","6.20","108","152","119","149","305","324","298"
"184",605447,"Romano, Jordan","184","100.0","0.100","0.000","0.188","0.100","0.189","0.217","0.126","3","30","82.1","21.2","2504","97.0","98.69","27","69","115","1.7","7.32","109","153","117","148","292","321","285"
"183",672715,"Patiño, Luis","183","100.0","0.310","0.138","0.348","0.448","0.373","0.353","0.254","9","29","90.8","18.8","2432","94.1","95.10","17","91","92","1.0","6.92","105","159","116","149","299","315","290"
"183",641401,"Brogdon, Connor","183","100.0","0.410","0.205","0.538","0.615","0.475","0.365","0.284","16","39","93.5","12.3","2310","96.2","97.09","31","101","82","0.9","7.03","111","149","111","147","296","323","295"
"183",502179,"Espino, Paolo","183","100.0","0.176","0.157","0.171","0.333","0.233","0.366","0.284","9","51","91.9","21.6","2422","84.5","84.27","11","90","93","-0.2","6.58","114","155","126","148","306","321","303"
"182",543272,"Hand, Brad","182","100.0","0.300","0.200","0.333","0.500","0.379","0.400","0.317","12","40","87.6","10.1","2440","92.6","91.18","19","86","96","-1.4","5.63","108","153","115","150","310","325","297"
"182",663432,"Rainey, Tanner","182","100.0","0.344","0.375","0.320","0.719","0.482","0.531","0.374","11","32","96.8","29.4","2377","95.4","95.13","21","81","101","-0.3","6.16","107","152","121","147","306","321","301"
"181",657044,"Thompson, Ryan","181","100.0","0.217","0.109","0.250","0.326","0.262","0.353","0.274","10","46","88.3","-4.5","2023","90.8","90.81","14","84","97","0.0","6.90","105","148","112","145","306","320","293"
"181",669294,"Campbell, Paul","181","100.0","0.390","0.171","0.500","0.561","0.427","0.326","0.275","16","41","86.4","15.2","2676","88.4","86.41","17","87","94","-2.0","5.65","106","147","113","144","295","314","292"
"181",669302,"Gilbert, Logan","181","100.0","0.386","0.227","0.421","0.614","0.435","0.451","0.359","17","44","97.1","18.9","2148","94.5","97.12","15","101","80","2.6","7.68","114","158","115","150","291","320","298"
"180",664948,"Misiewicz, Anthony","180","100.0","0.200","0.057","0.333","0.257","0.225","0.237","0.191","7","35","86.0","5.2","2631","87.5","86.87","29","85","95","-0.6","5.92","109","155","116","147","293","322","297"
"180",676979,"Crochet, Garrett","180","100.0","0.314","0.057","0.355","0.371","0.373","0.361","0.272","11","35","84.5","7.0","2364","96.7","97.95","18","78","102","1.2","7.02","108","146","111","144","294","316","293"
"180",622503,"Crismatt, Nabil","180","100.0","0.379","0.345","0.450","0.724","0.501","0.431","0.310","11","29","90.0","18.2","2263","79.5","80.26","17","61","119","0.8","7.07","113","157","124","146","299","322","304"
"180",663765,"Woodford, Jake","180","100.0","0.242","0.061","0.308","0.303","0.329","0.333","0.219","8","33","89.9","7.3","2208","88.6","88.60","19","82","98","0.0","6.38","114","154","117","147","296","320","295"
"180",607229,"Gsellman, Robert","180","100.0","0.238","0.143","0.265","0.381","0.318","0.314","0.242","10","42","82.1","3.2","2005","94.0","93.88","13","87","93","-0.1","6.28","112","152","112","148","296","322","297"
"179",663734,"Neidert, Nick","179","100.0","0.294","0.147","0.321","0.441","0.409","0.434","0.321","10","34","86.5","13.0","2110","89.6","88.99","9","83","96","-0.6","6.13","110","149","114","149","298","314","292"
"179",595928,"Curtiss, John","179","100.0","0.182","0.136","0.241","0.318","0.233","0.282","0.212","8","44","93.2","23.7","2277","95.0","95.12","25","89","90","0.1","6.51","109","151","117","148","296","315","291"
"178",458676,"Lindblom, Josh","178","100.0","0.342","0.289","0.444","0.632","0.448","0.427","0.333","13","38","93.6","24.4","2630","86.8","86.46","19","82","96","-0.3","6.24","105","152","120","147","301","324","295"
"177",489119,"Miley, Wade","177","100.0","0.213","0.021","0.303","0.234","0.216","0.269","0.224","10","47","85.8","15.5","2266","87.0","86.90","17","86","91","-0.1","6.14","111","152","117","146","296","318","288"
"176",675921,"Howard, Spencer","176","100.0","0.148","0.148","0.235","0.296","0.288","0.244","0.121","4","27","86.6","26.9","2280","93.6","93.41","25","79","97","-0.2","6.56","109","145","114","143","296","324","290"
"176",501625,"Álvarez, José","176","100.0","0.286","0.167","0.303","0.452","0.363","0.338","0.252","12","42","87.2","8.9","2316","90.8","90.88","14","84","92","0.1","6.40","110","154","117","148","295","320","291"
"176",624647,"González, Victor","176","100.0","0.211","0.105","0.226","0.316","0.316","0.293","0.201","8","38","75.1","0.4","2324","94.4","93.43","17","76","100","-1.0","6.12","108","156","112","150","297","318","292"
"174",663531,"Allen, Logan","174","100.0","0.368","0.342","0.323","0.711","0.489","0.471","0.377","14","38","90.5","5.9","2080","90.9","90.70","8","76","98","-0.2","6.09","106","151","118","146","297","323","293"
"174",446321,"Detwiler, Ross","174","100.0","0.179","0.077","0.269","0.256","0.286","0.325","0.198","7","39","80.8","8.8","2114","88.7","86.22","21","65","109","-2.5","5.48","106","148","113","147","298","314","289"
"174",657031,"Taylor, Josh","174","100.0","0.395","0.132","0.438","0.526","0.450","0.467","0.367","15","38","90.7","9.2","2279","92.8","93.00","16","76","98","0.2","6.76","107","150","115","145","286","317","299"
"173",621295,"Wittgren, Nick","173","100.0","0.184","0.237","0.190","0.421","0.295","0.305","0.211","7","38","89.0","15.5","2092","92.8","93.58","24","83","90","0.8","6.77","114","157","122","149","295","325","297"
"173",617228,"Sawamura, Hirokazu","173","100.0","0.310","0.483","0.286","0.793","0.471","0.477","0.345","9","29","93.4","26.1","2169","95.6","95.57","14","80","93","0.0","6.30","110","152","119","146","289","324","298"
"173",624522,"Thompson, Keegan","173","100.0","0.238","0.143","0.300","0.381","0.310","0.338","0.256","10","42","89.1","3.6","2516","89.1","89.06","17","74","99","0.0","6.22","109","155","113","148","292","321","295"
"173",669952,"White, Mitch","173","100.0","0.278","0.111","0.310","0.389","0.303","0.320","0.281","10","36","90.1","14.1","2507","90.3","90.30","11","77","96","0.0","6.35","113","156","119","152","297","317","293"
"172",502202,"Boxberger, Brad","172","100.0","0.186","0.209","0.240","0.395","0.264","0.312","0.248","8","43","94.6","26.0","2506","93.7","85.48","24","80","92","-8.2","5.66","112","155","120","148","299","322","297"
"172",593576,"Neris, Héctor","172","100.0","0.237","0.184","0.296","0.421","0.335","0.315","0.194","9","38","91.8","16.4","2339","93.2","92.80","24","86","86","-0.4","6.21","110","149","116","148","298","323","293"
"171",622780,"Perdomo, Angel","171","100.0","0.148","0.222","0.143","0.370","0.346","0.391","0.188","4","27","93.0","24.0","2508","94.3","94.76","24","73","98","0.5","6.58","109","150","116","148","297","319","292"
"171",573124,"Rogers, Taylor","171","100.0","0.200","0.200","0.250","0.400","0.283","0.319","0.245","8","40","89.5","-10.0","2059","95.5","94.37","15","75","96","-1.1","5.66","103","154","113","147","300","328","295"
"171",592426,"Jackson, Luke","171","100.0","0.344","0.188","0.391","0.531","0.418","0.455","0.338","11","32","92.1","9.2","2338","93.2","93.83","16","78","93","0.6","6.67","109","149","118","150","300","319","295"
"170",621348,"Clay, Sam","170","100.0","0.341","0.073","0.382","0.415","0.376","0.317","0.252","14","41","89.4","-4.4","1957","92.5","91.13","17","75","95","-1.4","5.76","109","150","114","148","302","319","299"
"170",641755,"Kinley, Tyler","170","100.0","0.273","0.333","0.296","0.606","0.440","0.367","0.236","9","33","86.8","23.8","2390","95.4","92.54","11","64","106","-2.9","5.54","113","152","117","148","299","328","300"
"168",458677,"Wilson, Justin","168","100.0","0.353","0.500","0.381","0.853","0.534","0.428","0.290","12","34","90.5","22.3","2273","93.1","92.41","20","84","84","-0.7","6.07","109","152","117","150","298","326","288"
"167",657006,"Steele, Justin","167","100.0","0.194","0.194","0.238","0.389","0.301","0.258","0.188","7","36","85.0","-11.2","2498","92.4","92.17","24","61","106","-0.2","6.46","111","148","112","145","290","319","293"
"166",607572,"Howard, Sam","166","100.0","0.162","0.270","0.200","0.432","0.326","0.317","0.160","6","37","93.0","18.7","2496","93.6","92.64","25","66","100","-1.0","5.78","108","153","121","148","302","321","288"
"166",572193,"Tepera, Ryan","166","100.0","0.189","0.054","0.226","0.243","0.249","0.326","0.252","7","37","88.7","11.3","2246","93.2","93.29","16","82","84","0.1","6.43","111","153","114","148","296","320","294"
"163",641582,"Foster, Matt","163","100.0","0.276","0.138","0.412","0.414","0.356","0.358","0.271","8","29","91.4","23.3","2374","93.9","93.26","25","86","77","-0.6","6.03","111","148","117","147","301","318","294"
"163",451584,"Davis, Wade","163","100.0","0.294","0.147","0.333","0.441","0.317","0.382","0.341","10","34","85.4","22.7","2403","92.5","92.40","13","77","86","-0.1","6.19","108","158","117","146","293","320","297"
"162",592222,"Claudio, Alex","162","100.0","0.235","0.176","0.250","0.412","0.308","0.339","0.255","8","34","90.6","-5.5","1871","85.0","82.43","17","79","83","-2.6","5.71","114","155","119","150","302","325","299"
"159",612434,"Castro, Miguel","159","100.0","0.300","0.050","0.353","0.350","0.400","0.494","0.334","6","20","91.5","12.7","2254","98.3","98.64","21","60","99","0.3","6.75","110","151","111","148","297","324","299"
"158",593140,"Feliz, Michael","158","100.0","0.275","0.150","0.385","0.425","0.318","0.328","0.270","11","40","91.7","18.1","2205","93.6","94.44","15","76","82","0.8","6.84","108","152","119","147","290","317","287"
"157",543606,"Odorizzi, Jake","157","100.0","0.233","0.200","0.278","0.433","0.320","0.296","0.240","7","30","89.1","29.2","2173","90.2","85.87","21","81","76","-4.3","6.12","114","156","115","152","287","319","290"
"156",518858,"Jones, Nate","156","100.0","0.128","0.154","0.091","0.282","0.231","0.351","0.242","5","39","90.3","20.6","2415","95.8","94.93","19","89","67","-0.9","5.82","108","154","117","149","303","321","294"
"156",605488,"Springs, Jeffrey","156","100.0","0.257","0.143","0.421","0.400","0.302","0.219","0.172","9","35","90.2","31.0","2297","93.2","93.49","24","76","80","0.3","6.68","108","161","117","148","299","318","294"
"155",664042,"Lakins Sr., Travis","155","100.0","0.188","0.031","0.222","0.219","0.221","0.288","0.228","6","32","87.6","16.3","2432","88.7","87.33","15","61","94","-1.4","5.91","105","148","118","148","303","325","295"
"155",641778,"Lauer, Eric","155","100.0","0.286","0.286","0.412","0.571","0.379","0.407","0.316","10","35","92.4","12.5","2248","92.8","73.52","27","77","78","-19.3","5.95","108","155","118","149","299","317","290"
"155",592145,"Biddle, Jesse","155","100.0","0.357","0.143","0.391","0.500","0.438","0.400","0.240","10","28","85.7","3.4","2616","87.6","87.87","8","56","99","0.3","6.51","103","149","118","148","299","319","294"
"155",608665,"Graveman, Kendall","155","100.0","0.138","0.000","0.182","0.138","0.159","0.267","0.251","4","29","82.1","8.7","2265","96.8","97.04","16","70","85","0.2","6.49","110","154","114","148","293","326","303"
"155",570257,"Rodríguez, Joely","155","100.0","0.467","0.167","0.542","0.633","0.474","0.407","0.320","14","30","88.8","-0.6","2040","94.0","91.50","17","70","85","-2.5","6.38","112","154","121","146","296","324","296"
"154",641386,"Bowden, Ben","154","100.0","0.385","0.179","0.467","0.564","0.440","0.419","0.337","15","39","88.7","20.8","2463","92.2","91.61","14","72","82","-0.6","6.14","107","150","118","147","302","332","305"
"152",660896,"Alcala, Jorge","152","100.0","0.161","0.194","0.120","0.355","0.287","0.388","0.255","5","31","91.9","14.1","2318","96.9","95.62","21","82","70","-1.3","5.68","108","157","117","149","300","328","296"
"152",641771,"Kuhl, Chad","152","100.0","0.412","0.412","0.333","0.824","0.571","0.484","0.307","7","17","89.4","14.6","2076","94.3","92.37","2","35","117","-1.9","6.68","108","150","113","148","297","320","288"
"151",502706,"Holland, Derek","151","100.0","0.211","0.132","0.280","0.342","0.282","0.265","0.199","8","38","89.8","9.4","2511","93.8","93.74","17","68","83","-0.1","6.44","108","154","120","149","296","329","302"
"151",657097,"Webb, Jacob","151","100.0","0.378","0.270","0.440","0.649","0.469","0.420","0.311","14","37","93.5","14.1","2437","92.7","92.32","14","75","76","-0.4","6.12","106","145","117","145","299","316","295"
"149",608648,"Duffey, Tyler","149","100.0","0.360","0.160","0.471","0.520","0.448","0.422","0.302","9","25","93.0","19.1","2356","92.5","92.54","10","57","92","0.0","6.31","106","156","112","149","304","329","295"
"149",606930,"Barnes, Jacob","149","100.0","0.219","0.219","0.200","0.438","0.312","0.318","0.210","7","32","88.3","16.9","2420","94.2","94.80","15","75","74","0.6","6.81","110","152","114","149","299","327","302"
"148",681911,"Vesia, Alex","148","100.0","0.160","0.400","0.071","0.560","0.398","0.398","0.180","4","25","93.7","36.8","2408","93.1","93.33","26","60","88","0.2","6.50","114","155","115","151","295","316","292"
"146",594056,"Guduan, Reymin","146","100.0","0.405","0.108","0.368","0.514","0.383","0.481","0.407","15","37","88.7","11.1","2304","93.8","93.21","9","69","77","-0.6","6.00","110","148","122","149","299","324","301"
"146",594577,"Mayers, Mike","146","100.0","0.290","0.452","0.500","0.742","0.459","0.355","0.203","9","31","99.5","23.6","2445","94.3","91.61","30","69","77","-2.7","5.97","111","157","122","153","300","325","303"
"146",429722,"Santana, Ervin","146","100.0","0.306","0.306","0.281","0.611","0.408","0.464","0.325","11","36","94.2","12.6","2201","92.9","92.39","6","70","76","-0.5","5.99","107","157","114","145","295","322","299"
"145",605525,"Wendelken, J.B.","145","100.0","0.237","0.053","0.333","0.289","0.273","0.306","0.276","9","38","87.4","4.1","2374","92.8","92.53","23","81","64","-0.3","6.21","111","149","122","154","297","319","296"
"144",663855,"Hicks, Jordan","144","100.0","0.182","0.091","0.200","0.273","0.326","0.322","0.193","4","22","81.9","-5.0","2012","99.3","96.75","9","56","88","-2.5","6.54","110","151","115","147","291","308","284"
"144",608032,"Estévez, Carlos","144","100.0","0.200","0.200","0.261","0.400","0.275","0.326","0.226","7","35","89.4","16.3","2090","96.2","96.77","19","70","74","0.6","6.45","114","152","117","148","304","333","306"
"144",676424,"Bettinger, Alec","144","100.0","0.353","0.147","0.379","0.500","0.395","0.350","0.321","12","34","89.8","22.6","2162","88.1","88.52","10","74","70","0.4","6.51","112","152","119","149","295","319","295"
"143",656686,"Martin, Corbin","143","100.0","0.286","0.393","0.294","0.679","0.460","0.469","0.298","8","28","92.8","18.3","2428","91.9","91.49","11","62","81","-0.4","6.04","111","151","122","152","302","329","302"
"143",642701,"Santana, Dennis","143","100.0","0.281","0.000","0.281","0.281","0.356","0.459","0.385","9","32","85.8","-2.4","2565","95.0","93.77","8","63","80","-1.2","6.05","109","155","115","149","299","317","291"
"140",664054,"Stashak, Cody","140","100.0","0.308","0.154","0.389","0.462","0.401","0.396","0.251","8","26","90.4","22.5","2210","90.6","89.82","17","64","76","-0.8","5.84","105","156","116","147","304","331","296"
"140",641447,"Castano, Daniel","140","100.0","0.333","0.394","0.296","0.727","0.472","0.499","0.374","11","33","87.5","12.1","2183","90.2","89.19","10","73","67","-1.0","6.07","107","149","117","148","297","310","288"
"140",628452,"Iglesias, Raisel","140","100.0","0.300","0.267","0.389","0.567","0.384","0.327","0.248","9","30","91.2","14.0","2397","95.8","95.13","18","66","74","-0.7","6.01","115","157","120","150","303","327","299"
"140",456034,"Price, David","140","100.0","0.469","0.375","0.545","0.844","0.565","0.361","0.285","15","32","87.9","3.6","2032","93.3","92.90","17","72","68","-0.4","6.13","110","155","113","149","298","319","291"
"140",656548,"Holloway, Jordan","140","100.0","0.261","0.087","0.333","0.348","0.339","0.396","0.320","6","23","91.8","9.4","2259","95.1","94.33","12","50","90","-0.8","6.27","110","150","119","147","295","313","289"
"139",542947,"Bleier, Richard","139","100.0","0.256","0.093","0.263","0.349","0.255","0.322","0.295","11","43","86.9","-12.3","1984","89.3","88.90","12","89","50","-0.4","6.53","109","150","113","146","295","314","292"
"137",606424,"García, Jarlin","137","100.0","0.241","0.310","0.263","0.552","0.375","0.363","0.268","7","29","97.0","13.3","2280","93.1","89.87","12","58","79","-3.2","6.47","113","158","120","150","298","322","292"
"136",622253,"Tate, Dillon","136","100.0","0.276","0.172","0.259","0.448","0.374","0.347","0.248","8","29","91.2","-1.4","1906","94.6","94.50","5","53","83","-0.1","6.27","107","151","120","148","304","324","295"
"135",656887,"Reid-Foley, Sean","135","100.0","0.192","0.000","0.313","0.192","0.224","0.323","0.226","5","26","93.1","17.2","2180","93.4","94.66","22","65","70","1.3","7.17","116","155","116","149","298","323","300"
"135",595014,"Treinen, Blake","135","100.0","0.353","0.206","0.345","0.559","0.407","0.300","0.274","12","34","81.7","3.4","2251","97.6","94.24","15","69","66","-3.4","5.62","108","153","111","147","303","319","288"
"135",592473,"Kolarek, Adam","135","100.0","0.371","0.200","0.367","0.571","0.441","0.350","0.276","13","35","84.8","-7.6","2174","88.6","88.92","6","58","77","0.3","6.59","110","149","124","153","297","322","299"
"133",542914,"Bass, Anthony","133","100.0","0.310","0.241","0.296","0.552","0.390","0.432","0.363","9","29","90.7","8.2","2014","95.2","93.81","9","52","81","-1.4","6.36","106","151","115","148","299","319","290"
"133",592390,"Hembree, Heath","133","100.0","0.227","0.318","0.250","0.545","0.354","0.306","0.216","5","22","87.2","33.3","2498","94.6","95.20","16","66","67","0.6","6.67","115","154","119","148","296","317","291"
"133",571710,"Givens, Mychal","133","100.0","0.226","0.290","0.250","0.516","0.345","0.264","0.191","7","31","86.0","18.5","2564","94.1","94.70","17","63","70","0.6","6.36","109","152","119","145","307","333","304"
"132",657024,"Swanson, Erik","132","100.0","0.143","0.143","0.143","0.286","0.245","0.256","0.145","3","21","92.5","29.1","2314","94.8","95.36","22","64","68","0.6","6.74","116","158","112","150","299","328","300"
"132",517008,"Colomé, Alex","132","100.0","0.300","0.150","0.294","0.450","0.440","0.527","0.379","6","20","96.3","23.3","2127","93.6","93.48","6","49","83","-0.1","6.22","107","156","115","150","300","332","296"
"131",605138,"Benjamin, Wes","131","100.0","0.200","0.050","0.235","0.250","0.313","0.385","0.229","4","20","90.9","25.1","2469","89.4","88.00","10","57","74","-1.4","6.02","111","156","119","148","293","321","295"
"130",670090,"Mills, Wyatt","130","100.0","0.313","0.188","0.360","0.500","0.390","0.369","0.273","10","32","85.9","-2.2","1987","92.2","93.01","11","58","72","0.8","6.95","108","151","114","146","296","322","294"
"129",608335,"Funkhouser, Kyle","129","100.0","0.138","0.034","0.174","0.172","0.197","0.227","0.170","4","29","85.3","-2.1","2008","95.4","93.78","3","56","73","-1.6","6.62","104","152","116","145","300","327","300"
"128",607237,"Garrett, Amir","128","100.0","0.323","0.581","0.227","0.903","0.532","0.485","0.325","10","31","93.2","12.2","2247","94.6","94.97","3","41","87","0.4","6.53","110","150","111","145","292","314","288"
"127",571676,"Frankoff, Seth","127","100.0","0.346","0.308","0.389","0.654","0.481","0.422","0.277","9","26","82.9","17.7","2430","88.3","88.02","6","51","76","-0.3","6.15","109","152","120","149","306","334","303"
"127",641871,"Middleton, Keynan","127","100.0","0.105","0.000","0.154","0.105","0.239","0.318","0.159","2","19","93.8","26.5","2460","94.8","94.87","23","56","71","0.1","6.56","112","156","114","150","292","323","303"
"126",519076,"Nelson, Jimmy","126","100.0","0.167","0.083","0.222","0.250","0.267","0.250","0.142","4","24","86.5","31.2","2632","93.7","94.15","11","48","78","0.4","6.45","111","158","111","149","299","319","293"
"126",518397,"Alexander, Scott","126","100.0","0.167","0.111","0.161","0.278","0.217","0.277","0.246","6","36","85.6","0.3","2168","92.4","92.14","10","63","63","-0.3","6.05","110","160","116","150","298","317","296"
"126",592288,"Emanuel, Kent","126","100.0","0.188","0.188","0.190","0.375","0.288","0.324","0.243","6","32","90.8","9.1","2055","91.6","90.75","4","53","73","-0.9","5.86","116","156","122","152","287","326","292"
"124",641302,"Alexander, Tyler","124","100.0","0.306","0.194","0.346","0.500","0.371","0.402","0.301","11","36","90.0","17.5","2238","90.7","87.65","13","59","65","-3.1","6.29","108","155","119","147","296","326","300"
"123",643615,"Zeuch, T.J.","123","100.0","0.321","0.393","0.261","0.714","0.473","0.527","0.379","9","28","94.9","10.1","2219","93.1","93.43","9","59","64","0.3","6.51","105","155","124","146","294","321","282"
"123",489265,"Romo, Sergio","123","100.0","0.273","0.182","0.263","0.455","0.356","0.330","0.211","6","22","85.9","10.3","2117","85.0","85.12","13","43","80","0.1","6.47","111","149","119","151","302","325","301"
"123",596057,"Norris, Daniel","123","100.0","0.346","0.269","0.368","0.615","0.446","0.484","0.365","9","26","98.7","13.7","2396","91.9","90.85","12","56","67","-1.1","5.73","107","152","115","148","292","328","303"
"123",672578,"Hernández, Carlos","123","100.0","0.280","0.080","0.438","0.360","0.357","0.266","0.169","7","25","90.9","11.4","2405","92.9","93.62","17","56","67","0.7","6.79","105","151","111","142","296","314","288"
"122",621345,"Minter, A.J.","122","100.0","0.222","0.167","0.364","0.389","0.367","0.343","0.206","4","18","90.9","18.9","2355","96.1","95.89","14","49","73","-0.2","6.18","106","150","117","151","304","319","293"
"122",622075,"Almonte, Yency","122","100.0","0.259","0.259","0.238","0.519","0.404","0.359","0.233","7","27","85.4","-0.9","2107","93.4","93.93","6","51","71","0.5","6.75","108","151","121","147","304","332","304"
"121",548384,"Raley, Brooks","121","100.0","0.250","0.031","0.308","0.281","0.295","0.351","0.299","8","32","82.1","4.3","2644","86.2","85.17","8","55","66","-1.0","5.69","113","153","114","149","291","325","292"
"120",642207,"Williams, Devin","120","100.0","0.462","0.538","0.400","1.000","0.622","0.571","0.419","6","13","99.7","9.4","2310","95.2","93.10","11","49","71","-2.1","7.09","106","149","115","147","300","324","299"
"119",595465,"Winkler, Dan","119","100.0","0.111","0.000","0.200","0.111","0.248","0.291","0.158","2","18","81.7","24.3","2556","91.5","91.85","11","42","77","0.3","6.54","111","155","117","149","297","323","294"
"119",660600,"Paredes, Enoli","119","100.0","0.385","0.077","0.556","0.462","0.489","0.475","0.340","5","13","100.8","16.1","2432","94.9","94.93","8","36","83","0.0","6.31","113","151","117","149","291","324","296"
"119",571656,"Farmer, Buck","119","100.0","0.278","0.500","0.182","0.778","0.501","0.473","0.264","5","18","96.9","20.6","2350","93.5","92.90","10","54","65","-0.6","6.06","108","154","124","147","299","331","299"
"119",571901,"Loup, Aaron","119","100.0","0.310","0.138","0.409","0.448","0.338","0.342","0.305","9","29","85.6","10.8","2292","89.0","87.46","11","58","61","-1.5","6.17","111","150","105","146","291","319","296"
"118",656793,"Nelson, Nick","118","100.0","0.462","0.385","0.667","0.846","0.595","0.567","0.375","6","13","97.1","16.9","2143","95.6","93.02","17","51","67","-2.6","6.37","109","150","112","148","293","326","286"
"115",621366,"Borucki, Ryan","115","100.0","0.304","0.217","0.273","0.522","0.387","0.369","0.284","7","23","87.2","4.5","2466","95.8","94.89","9","47","68","-0.9","6.42","106","153","118","148","294","320","287"
